fulfillment_id,transaction_id,est_delivery_min,real_delivery_min,late_minutes,late_status,accuracy_status,user_rating
FLV065652,TRD065652,17,60,43,Late,Accurate,4
FLV065653,TRD065653,16,13,0,Prompt,Accurate,5
FLV065654,TRD065654,36,33,0,Prompt,Accurate,4
FLV065655,TRD065655,57,62,5,Late,Accurate,5
FLV065656,TRD065656,57,57,0,Prompt,Accurate,4
FLV065657,TRD065657,51,54,3,Late,Accurate,4
FLV065658,TRD065658,48,49,1,Late,Accurate,4
FLV065659,TRD065659,19,11,0,Prompt,Incorrect,4
FLV065660,TRD065660,49,45,0,Prompt,Accurate,3
FLV065661,TRD065661,30,24,0,Prompt,Accurate,5
FLV065662,TRD065662,56,57,1,Late,Accurate,4
FLV065663,TRD065663,30,27,0,Prompt,Accurate,3
FLV065664,TRD065664,53,50,0,Prompt,Accurate,4
FLV065665,TRD065665,20,15,0,Prompt,Accurate,4
FLV065666,TRD065666,66,74,8,Late,Accurate,3
FLV065667,TRD065667,53,53,0,Prompt,Accurate,5
FLV065668,TRD065668,55,54,0,Prompt,Accurate,3
FLV065669,TRD065669,50,81,31,Late,Accurate,2
FLV065670,TRD065670,64,59,0,Prompt,Accurate,4
FLV065671,TRD065671,71,70,0,Prompt,Accurate,4
FLV065672,TRD065672,29,23,0,Prompt,Accurate,5
FLV065673,TRD065673,18,16,0,Prompt,Accurate,4
FLV065674,TRD065674,46,48,2,Late,Accurate,5
FLV065675,TRD065675,15,18,3,Late,Accurate,3
FLV065676,TRD065676,55,51,0,Prompt,Accurate,3
FLV065677,TRD065677,58,75,17,Late,Accurate,2
FLV065678,TRD065678,20,12,0,Prompt,Accurate,3
FLV065679,TRD065679,57,79,22,Late,Accurate,1
FLV065680,TRD065680,82,77,0,Prompt,Accurate,3
FLV065681,TRD065681,88,75,0,Prompt,Accurate,3
FLV065682,TRD065682,79,72,0,Prompt,Accurate,4
FLV065683,TRD065683,71,76,5,Late,Accurate,4
FLV065684,TRD065684,47,40,0,Prompt,Accurate,3
FLV065685,TRD065685,51,53,2,Late,Accurate,3
FLV065686,TRD065686,44,40,0,Prompt,Accurate,3
FLV065687,TRD065687,48,55,7,Late,Accurate,2
FLV065688,TRD065688,59,53,0,Prompt,Accurate,5
FLV065689,TRD065689,58,54,0,Prompt,Accurate,4
FLV065690,TRD065690,94,114,20,Late,Accurate,3
FLV065691,TRD065691,48,74,26,Late,Accurate,2
FLV065692,TRD065692,59,56,0,Prompt,Accurate,4
FLV065693,TRD065693,57,58,1,Late,Accurate,5
FLV065694,TRD065694,58,61,3,Late,Incorrect,3
FLV065695,TRD065695,49,47,0,Prompt,Accurate,5
FLV065696,TRD065696,34,36,2,Late,Accurate,5
FLV065697,TRD065697,70,66,0,Prompt,Accurate,5
FLV065698,TRD065698,55,70,15,Late,Accurate,4
FLV065699,TRD065699,34,75,41,Late,Accurate,2
FLV065700,TRD065700,34,54,20,Late,Accurate,4
FLV065701,TRD065701,53,55,2,Late,Accurate,5
FLV065702,TRD065702,34,29,0,Prompt,Accurate,4
FLV065703,TRD065703,21,13,0,Prompt,Accurate,5
FLV065704,TRD065704,42,38,0,Prompt,Accurate,4
FLV065705,TRD065705,58,49,0,Prompt,Accurate,4
FLV065706,TRD065706,72,64,0,Prompt,Accurate,5
FLV065707,TRD065707,44,47,3,Late,Accurate,4
FLV065708,TRD065708,15,10,0,Prompt,Accurate,5
FLV065709,TRD065709,36,38,2,Late,Accurate,5
FLV065710,TRD065710,57,53,0,Prompt,Accurate,3
FLV065711,TRD065711,84,84,0,Prompt,Accurate,4
FLV065712,TRD065712,60,72,12,Late,Accurate,1
FLV065713,TRD065713,53,59,6,Late,Accurate,2
FLV065714,TRD065714,31,29,0,Prompt,Accurate,2
FLV065715,TRD065715,54,51,0,Prompt,Accurate,4
FLV065716,TRD065716,53,78,25,Late,Accurate,1
FLV065717,TRD065717,66,68,2,Late,Accurate,4
FLV065718,TRD065718,45,44,0,Prompt,Accurate,3
FLV065719,TRD065719,62,58,0,Prompt,Accurate,4
FLV065720,TRD065720,25,32,7,Late,Accurate,2
FLV065721,TRD065721,21,15,0,Prompt,Accurate,4
FLV065722,TRD065722,28,31,3,Late,Incomplete,3
FLV065723,TRD065723,53,70,17,Late,Accurate,2
FLV065724,TRD065724,46,59,13,Late,Accurate,1
FLV065725,TRD065725,75,75,0,Prompt,Accurate,4
FLV065726,TRD065726,51,73,22,Late,Accurate,3
FLV065727,TRD065727,57,52,0,Prompt,Accurate,4
FLV065728,TRD065728,36,36,0,Prompt,Accurate,3
FLV065729,TRD065729,25,35,10,Late,Incomplete,2
FLV065730,TRD065730,17,17,0,Prompt,Accurate,3
FLV065731,TRD065731,51,41,0,Prompt,Accurate,4
FLV065732,TRD065732,47,39,0,Prompt,Accurate,4
FLV065733,TRD065733,26,26,0,Prompt,Accurate,4
FLV065734,TRD065734,53,52,0,Prompt,Accurate,5
FLV065735,TRD065735,56,54,0,Prompt,Accurate,4
FLV065736,TRD065736,43,43,0,Prompt,Accurate,4
FLV065737,TRD065737,32,31,0,Prompt,Accurate,5
FLV065738,TRD065738,46,39,0,Prompt,Accurate,5
FLV065739,TRD065739,81,79,0,Prompt,Accurate,5
FLV065740,TRD065740,46,47,1,Late,Accurate,4
FLV065741,TRD065741,51,53,2,Late,Accurate,5
FLV065742,TRD065742,52,46,0,Prompt,Accurate,4
FLV065743,TRD065743,44,36,0,Prompt,Accurate,3
FLV065744,TRD065744,63,68,5,Late,Accurate,5
FLV065745,TRD065745,79,121,42,Late,Accurate,4
FLV065746,TRD065746,81,77,0,Prompt,Accurate,4
FLV065747,TRD065747,42,39,0,Prompt,Accurate,3
FLV065748,TRD065748,22,66,44,Late,Accurate,3
FLV065749,TRD065749,58,84,26,Late,Accurate,2
FLV065750,TRD065750,56,58,2,Late,Incomplete,3
FLV065751,TRD065751,34,25,0,Prompt,Accurate,4
FLV065752,TRD065752,49,44,0,Prompt,Incomplete,5
FLV065753,TRD065753,30,27,0,Prompt,Accurate,5
FLV065754,TRD065754,27,18,0,Prompt,Accurate,5
FLV065755,TRD065755,44,31,0,Prompt,Accurate,5
FLV065756,TRD065756,82,81,0,Prompt,Accurate,3
FLV065757,TRD065757,56,54,0,Prompt,Accurate,4
FLV065758,TRD065758,49,42,0,Prompt,Accurate,4
FLV065759,TRD065759,38,37,0,Prompt,Accurate,4
FLV065760,TRD065760,55,46,0,Prompt,Accurate,3
FLV065761,TRD065761,46,67,21,Late,Accurate,4
FLV065762,TRD065762,59,47,0,Prompt,Accurate,5
FLV065763,TRD065763,55,67,12,Late,Accurate,4
FLV065764,TRD065764,15,11,0,Prompt,Accurate,4
FLV065765,TRD065765,88,83,0,Prompt,Accurate,4
FLV065766,TRD065766,28,40,12,Late,Accurate,3
FLV065767,TRD065767,44,40,0,Prompt,Accurate,3
FLV065768,TRD065768,54,50,0,Prompt,Accurate,4
FLV065769,TRD065769,32,24,0,Prompt,Accurate,4
FLV065770,TRD065770,44,38,0,Prompt,Accurate,5
FLV065771,TRD065771,58,49,0,Prompt,Accurate,5
FLV065772,TRD065772,38,59,21,Late,Accurate,2
FLV065773,TRD065773,78,79,1,Late,Accurate,4
FLV065774,TRD065774,52,51,0,Prompt,Incomplete,5
FLV065775,TRD065775,36,38,2,Late,Accurate,5
FLV065776,TRD065776,33,46,13,Late,Accurate,2
FLV065777,TRD065777,46,47,1,Late,Accurate,4
FLV065778,TRD065778,48,48,0,Prompt,Accurate,4
FLV065779,TRD065779,85,79,0,Prompt,Accurate,5
FLV065780,TRD065780,83,79,0,Prompt,Accurate,5
FLV065781,TRD065781,53,54,1,Late,Accurate,5
FLV065782,TRD065782,47,47,0,Prompt,Accurate,4
FLV065783,TRD065783,86,91,5,Late,Accurate,4
FLV065784,TRD065784,44,33,0,Prompt,Accurate,3
FLV065785,TRD065785,87,81,0,Prompt,Accurate,4
FLV065786,TRD065786,42,36,0,Prompt,Accurate,4
FLV065787,TRD065787,39,57,18,Late,Accurate,3
FLV065788,TRD065788,43,36,0,Prompt,Incomplete,4
FLV065789,TRD065789,49,49,0,Prompt,Accurate,3
FLV065790,TRD065790,33,36,3,Late,Accurate,4
FLV065791,TRD065791,69,71,2,Late,Accurate,5
FLV065792,TRD065792,37,34,0,Prompt,Accurate,4
FLV065793,TRD065793,67,59,0,Prompt,Accurate,3
FLV065794,TRD065794,56,76,20,Late,Accurate,2
FLV065795,TRD065795,40,38,0,Prompt,Accurate,5
FLV065796,TRD065796,31,35,4,Late,Accurate,2
FLV065797,TRD065797,55,50,0,Prompt,Accurate,4
FLV065798,TRD065798,53,61,8,Late,Accurate,3
FLV065799,TRD065799,87,86,0,Prompt,Accurate,5
FLV065800,TRD065800,76,91,15,Late,Accurate,3
FLV065801,TRD065801,54,48,0,Prompt,Accurate,4
FLV065802,TRD065802,61,64,3,Late,Accurate,4
FLV065803,TRD065803,63,65,2,Late,Incorrect,4
FLV065804,TRD065804,69,109,40,Late,Accurate,2
FLV065805,TRD065805,85,82,0,Prompt,Accurate,5
FLV065806,TRD065806,41,36,0,Prompt,Incomplete,5
FLV065807,TRD065807,21,22,1,Late,Accurate,5
FLV065808,TRD065808,50,71,21,Late,Accurate,4
FLV065809,TRD065809,28,28,0,Prompt,Accurate,4
FLV065810,TRD065810,44,45,1,Late,Accurate,5
FLV065811,TRD065811,41,42,1,Late,Accurate,5
FLV065812,TRD065812,23,25,2,Late,Accurate,5
FLV065813,TRD065813,75,70,0,Prompt,Incomplete,4
FLV065814,TRD065814,84,81,0,Prompt,Incorrect,5
FLV065815,TRD065815,36,33,0,Prompt,Accurate,4
FLV065816,TRD065816,21,19,0,Prompt,Accurate,5
FLV065817,TRD065817,83,105,22,Late,Accurate,4
FLV065818,TRD065818,30,97,67,Late,Accurate,3
FLV065819,TRD065819,40,37,0,Prompt,Accurate,4
FLV065820,TRD065820,24,17,0,Prompt,Accurate,4
FLV065821,TRD065821,37,42,5,Late,Accurate,3
FLV065822,TRD065822,30,73,43,Late,Accurate,3
FLV065823,TRD065823,57,95,38,Late,Accurate,2
FLV065824,TRD065824,20,13,0,Prompt,Accurate,4
FLV065825,TRD065825,52,54,2,Late,Accurate,5
FLV065826,TRD065826,56,79,23,Late,Accurate,2
FLV065827,TRD065827,73,61,0,Prompt,Accurate,4
FLV065828,TRD065828,16,10,0,Prompt,Accurate,4
FLV065829,TRD065829,45,61,16,Late,Accurate,2
FLV065830,TRD065830,24,22,0,Prompt,Accurate,5
FLV065831,TRD065831,48,38,0,Prompt,Accurate,5
FLV065832,TRD065832,77,79,2,Late,Accurate,5
FLV065833,TRD065833,51,54,3,Late,Accurate,5
FLV065834,TRD065834,72,67,0,Prompt,Incorrect,5
FLV065835,TRD065835,51,49,0,Prompt,Accurate,5
FLV065836,TRD065836,42,41,0,Prompt,Accurate,5
FLV065837,TRD065837,49,73,24,Late,Accurate,3
FLV065838,TRD065838,58,65,7,Late,Accurate,4
FLV065839,TRD065839,25,27,2,Late,Accurate,5
FLV065840,TRD065840,45,45,0,Prompt,Accurate,5
FLV065841,TRD065841,53,49,0,Prompt,Accurate,5
FLV065842,TRD065842,65,54,0,Prompt,Accurate,5
FLV065843,TRD065843,59,60,1,Late,Accurate,5
FLV065844,TRD065844,55,72,17,Late,Accurate,3
FLV065845,TRD065845,58,73,15,Late,Accurate,3
FLV065846,TRD065846,79,76,0,Prompt,Accurate,5
FLV065847,TRD065847,23,23,0,Prompt,Accurate,5
FLV065848,TRD065848,43,47,4,Late,Incomplete,5
FLV065849,TRD065849,58,94,36,Late,Accurate,3
FLV065850,TRD065850,62,79,17,Late,Accurate,4
FLV065851,TRD065851,90,76,0,Prompt,Accurate,5
FLV065852,TRD065852,60,55,0,Prompt,Accurate,4
FLV065853,TRD065853,70,62,0,Prompt,Incomplete,5
FLV065854,TRD065854,63,62,0,Prompt,Accurate,5
FLV065855,TRD065855,80,82,2,Late,Accurate,5
FLV065856,TRD065856,46,44,0,Prompt,Accurate,4
FLV065857,TRD065857,40,34,0,Prompt,Accurate,4
FLV065858,TRD065858,33,39,6,Late,Accurate,3
FLV065859,TRD065859,59,76,17,Late,Accurate,2
FLV065860,TRD065860,29,30,1,Late,Accurate,5
FLV065861,TRD065861,32,55,23,Late,Accurate,3
FLV065862,TRD065862,38,35,0,Prompt,Accurate,4
FLV065863,TRD065863,29,29,0,Prompt,Accurate,4
FLV065864,TRD065864,76,74,0,Prompt,Accurate,5
FLV065865,TRD065865,31,31,0,Prompt,Accurate,4
FLV065866,TRD065866,58,54,0,Prompt,Accurate,5
FLV065867,TRD065867,45,49,4,Late,Accurate,5
FLV065868,TRD065868,27,44,17,Late,Accurate,2
FLV065869,TRD065869,44,54,10,Late,Accurate,2
FLV065870,TRD065870,79,79,0,Prompt,Accurate,4
FLV065871,TRD065871,72,67,0,Prompt,Accurate,4
FLV065872,TRD065872,52,48,0,Prompt,Incomplete,5
FLV065873,TRD065873,63,68,5,Late,Accurate,5
FLV065874,TRD065874,75,75,0,Prompt,Incomplete,4
FLV065875,TRD065875,70,64,0,Prompt,Accurate,4
FLV065876,TRD065876,56,47,0,Prompt,Accurate,4
FLV065877,TRD065877,40,33,0,Prompt,Accurate,5
FLV065878,TRD065878,57,51,0,Prompt,Accurate,5
FLV065879,TRD065879,88,84,0,Prompt,Accurate,5
FLV065880,TRD065880,47,38,0,Prompt,Accurate,4
FLV065881,TRD065881,61,59,0,Prompt,Accurate,5
FLV065882,TRD065882,62,87,25,Late,Accurate,3
FLV065883,TRD065883,25,28,3,Late,Accurate,5
FLV065884,TRD065884,41,41,0,Prompt,Accurate,5
FLV065885,TRD065885,65,66,1,Late,Accurate,4
FLV065886,TRD065886,15,13,0,Prompt,Accurate,5
FLV065887,TRD065887,52,50,0,Prompt,Accurate,5
FLV065888,TRD065888,62,65,3,Late,Accurate,5
FLV065889,TRD065889,59,54,0,Prompt,Accurate,5
FLV065890,TRD065890,32,26,0,Prompt,Accurate,4
FLV065891,TRD065891,45,47,2,Late,Accurate,5
FLV065892,TRD065892,59,58,0,Prompt,Accurate,4
FLV065893,TRD065893,49,44,0,Prompt,Accurate,5
FLV065894,TRD065894,42,40,0,Prompt,Accurate,5
FLV065895,TRD065895,44,43,0,Prompt,Accurate,5
FLV065896,TRD065896,85,92,7,Late,Accurate,5
FLV065897,TRD065897,34,57,23,Late,Accurate,4
FLV065898,TRD065898,66,56,0,Prompt,Accurate,4
FLV065899,TRD065899,23,11,0,Prompt,Accurate,4
FLV065900,TRD065900,51,55,4,Late,Accurate,3
FLV065901,TRD065901,34,32,0,Prompt,Accurate,4
FLV065902,TRD065902,79,94,15,Late,Accurate,2
FLV065903,TRD065903,51,56,5,Late,Accurate,3
FLV065904,TRD065904,48,53,5,Late,Accurate,4
FLV065905,TRD065905,52,52,0,Prompt,Accurate,4
FLV065906,TRD065906,77,74,0,Prompt,Accurate,3
FLV065907,TRD065907,58,53,0,Prompt,Accurate,3
FLV065908,TRD065908,24,21,0,Prompt,Accurate,4
FLV065909,TRD065909,57,51,0,Prompt,Accurate,4
FLV065910,TRD065910,29,37,8,Late,Accurate,2
FLV065911,TRD065911,73,67,0,Prompt,Accurate,5
FLV065912,TRD065912,54,62,8,Late,Accurate,2
FLV065913,TRD065913,36,29,0,Prompt,Accurate,5
FLV065914,TRD065914,49,40,0,Prompt,Accurate,3
FLV065915,TRD065915,47,42,0,Prompt,Accurate,5
FLV065916,TRD065916,36,28,0,Prompt,Accurate,4
FLV065917,TRD065917,41,68,27,Late,Accurate,2
FLV065918,TRD065918,58,52,0,Prompt,Accurate,3
FLV065919,TRD065919,58,53,0,Prompt,Accurate,4
FLV065920,TRD065920,32,26,0,Prompt,Accurate,4
FLV065921,TRD065921,17,10,0,Prompt,Accurate,2
FLV065922,TRD065922,55,43,0,Prompt,Accurate,3
FLV065923,TRD065923,50,52,2,Late,Accurate,3
FLV065924,TRD065924,55,68,13,Late,Accurate,2
FLV065925,TRD065925,39,45,6,Late,Accurate,4
FLV065926,TRD065926,80,86,6,Late,Accurate,4
FLV065927,TRD065927,28,23,0,Prompt,Accurate,3
FLV065928,TRD065928,35,57,22,Late,Accurate,2
FLV065929,TRD065929,33,47,14,Late,Accurate,2
FLV065930,TRD065930,38,37,0,Prompt,Accurate,3
FLV065931,TRD065931,73,94,21,Late,Accurate,2
FLV065932,TRD065932,19,20,1,Late,Accurate,4
FLV065933,TRD065933,85,75,0,Prompt,Accurate,4
FLV065934,TRD065934,38,50,12,Late,Accurate,2
FLV065935,TRD065935,88,86,0,Prompt,Accurate,3
FLV065936,TRD065936,47,46,0,Prompt,Accurate,3
FLV065937,TRD065937,48,59,11,Late,Accurate,2
FLV065938,TRD065938,40,48,8,Late,Accurate,4
FLV065939,TRD065939,48,79,31,Late,Accurate,4
FLV065940,TRD065940,16,19,3,Late,Incomplete,3
FLV065941,TRD065941,88,105,17,Late,Accurate,2
FLV065942,TRD065942,53,60,7,Late,Accurate,4
FLV065943,TRD065943,84,87,3,Late,Accurate,5
FLV065944,TRD065944,51,42,0,Prompt,Accurate,4
FLV065945,TRD065945,57,47,0,Prompt,Accurate,4
FLV065946,TRD065946,57,52,0,Prompt,Accurate,3
FLV065947,TRD065947,53,59,6,Late,Accurate,4
FLV065948,TRD065948,46,40,0,Prompt,Accurate,3
FLV065949,TRD065949,42,35,0,Prompt,Accurate,4
FLV065950,TRD065950,19,19,0,Prompt,Accurate,2
FLV065951,TRD065951,43,44,1,Late,Accurate,3
FLV065952,TRD065952,42,66,24,Late,Accurate,2
FLV065953,TRD065953,37,30,0,Prompt,Accurate,3
FLV065954,TRD065954,61,69,8,Late,Accurate,2
FLV065955,TRD065955,35,27,0,Prompt,Accurate,3
FLV065956,TRD065956,33,37,4,Late,Accurate,2
FLV065957,TRD065957,25,15,0,Prompt,Accurate,3
FLV065958,TRD065958,15,10,0,Prompt,Incomplete,4
FLV065959,TRD065959,42,44,2,Late,Accurate,3
FLV065960,TRD065960,49,53,4,Late,Accurate,4
FLV065961,TRD065961,72,73,1,Late,Accurate,2
FLV065962,TRD065962,29,28,0,Prompt,Accurate,3
FLV065963,TRD065963,57,51,0,Prompt,Accurate,3
FLV065964,TRD065964,56,62,6,Late,Incomplete,4
FLV065965,TRD065965,32,33,1,Late,Accurate,3
FLV065966,TRD065966,54,62,8,Late,Accurate,2
FLV065967,TRD065967,43,50,7,Late,Accurate,4
FLV065968,TRD065968,55,93,38,Late,Accurate,4
FLV065969,TRD065969,88,82,0,Prompt,Accurate,5
FLV065970,TRD065970,74,75,1,Late,Accurate,5
FLV065971,TRD065971,30,49,19,Late,Accurate,5
FLV065972,TRD065972,64,109,45,Late,Accurate,4
FLV065973,TRD065973,21,29,8,Late,Accurate,5
FLV065974,TRD065974,45,50,5,Late,Accurate,5
FLV065975,TRD065975,48,47,0,Prompt,Accurate,4
FLV065976,TRD065976,26,40,14,Late,Incorrect,4
FLV065977,TRD065977,47,41,0,Prompt,Accurate,5
FLV065978,TRD065978,31,34,3,Late,Accurate,5
FLV065979,TRD065979,25,20,0,Prompt,Accurate,4
FLV065980,TRD065980,49,50,1,Late,Accurate,5
FLV065981,TRD065981,52,51,0,Prompt,Accurate,5
FLV065982,TRD065982,45,47,2,Late,Accurate,5
FLV065983,TRD065983,78,81,3,Late,Incomplete,4
FLV065984,TRD065984,38,35,0,Prompt,Accurate,4
FLV065985,TRD065985,66,66,0,Prompt,Accurate,5
FLV065986,TRD065986,22,28,6,Late,Accurate,3
FLV065987,TRD065987,63,54,0,Prompt,Accurate,5
FLV065988,TRD065988,42,37,0,Prompt,Accurate,5
FLV065989,TRD065989,74,94,20,Late,Accurate,4
FLV065990,TRD065990,29,30,1,Late,Accurate,5
FLV065991,TRD065991,30,27,0,Prompt,Accurate,5
FLV065992,TRD065992,62,68,6,Late,Accurate,5
FLV065993,TRD065993,53,57,4,Late,Accurate,5
FLV065994,TRD065994,36,30,0,Prompt,Accurate,5
FLV065995,TRD065995,43,45,2,Late,Accurate,5
FLV065996,TRD065996,63,59,0,Prompt,Accurate,5
FLV065997,TRD065997,26,40,14,Late,Accurate,3
FLV065998,TRD065998,54,46,0,Prompt,Accurate,5
FLV065999,TRD065999,58,79,21,Late,Incorrect,4
FLV066000,TRD066000,45,32,0,Prompt,Accurate,5
FLV066001,TRD066001,32,54,22,Late,Accurate,5
FLV066002,TRD066002,35,43,8,Late,Accurate,5
FLV066003,TRD066003,58,74,16,Late,Accurate,5
FLV066004,TRD066004,44,46,2,Late,Accurate,5
FLV066005,TRD066005,65,59,0,Prompt,Accurate,5
FLV066006,TRD066006,55,55,0,Prompt,Accurate,5
FLV066007,TRD066007,43,102,59,Late,Accurate,4
FLV066008,TRD066008,46,51,5,Late,Accurate,5
FLV066009,TRD066009,17,35,18,Late,Accurate,3
FLV066010,TRD066010,38,40,2,Late,Accurate,5
FLV066011,TRD066011,22,22,0,Prompt,Accurate,4
FLV066012,TRD066012,61,58,0,Prompt,Accurate,5
FLV066013,TRD066013,72,72,0,Prompt,Accurate,5
FLV066014,TRD066014,49,40,0,Prompt,Accurate,4
FLV066015,TRD066015,30,33,3,Late,Accurate,5
FLV066016,TRD066016,59,112,53,Late,Accurate,3
FLV066017,TRD066017,31,25,0,Prompt,Accurate,5
FLV066018,TRD066018,46,94,48,Late,Accurate,5
FLV066019,TRD066019,57,77,20,Late,Accurate,2
FLV066020,TRD066020,60,49,0,Prompt,Accurate,5
FLV066021,TRD066021,34,40,6,Late,Accurate,4
FLV066022,TRD066022,59,51,0,Prompt,Accurate,5
FLV066023,TRD066023,76,84,8,Late,Accurate,5
FLV066024,TRD066024,36,57,21,Late,Accurate,5
FLV066025,TRD066025,47,46,0,Prompt,Accurate,5
FLV066026,TRD066026,53,55,2,Late,Accurate,5
FLV066027,TRD066027,24,25,1,Late,Accurate,5
FLV066028,TRD066028,25,25,0,Prompt,Accurate,5
FLV066029,TRD066029,56,77,21,Late,Accurate,3
FLV066030,TRD066030,24,34,10,Late,Accurate,3
FLV066031,TRD066031,48,50,2,Late,Accurate,5
FLV066032,TRD066032,29,28,0,Prompt,Accurate,4
FLV066033,TRD066033,69,59,0,Prompt,Accurate,2
FLV066034,TRD066034,82,83,1,Late,Accurate,5
FLV066035,TRD066035,44,42,0,Prompt,Accurate,4
FLV066036,TRD066036,15,18,3,Late,Incomplete,4
FLV066037,TRD066037,44,74,30,Late,Incorrect,3
FLV066038,TRD066038,47,68,21,Late,Accurate,3
FLV066039,TRD066039,44,36,0,Prompt,Accurate,4
FLV066040,TRD066040,39,39,0,Prompt,Accurate,4
FLV066041,TRD066041,21,20,0,Prompt,Accurate,5
FLV066042,TRD066042,65,91,26,Late,Accurate,3
FLV066043,TRD066043,59,45,0,Prompt,Accurate,5
FLV066044,TRD066044,35,42,7,Late,Incomplete,3
FLV066045,TRD066045,56,50,0,Prompt,Accurate,5
FLV066046,TRD066046,29,30,1,Late,Accurate,4
FLV066047,TRD066047,35,33,0,Prompt,Accurate,5
FLV066048,TRD066048,75,64,0,Prompt,Accurate,5
FLV066049,TRD066049,46,41,0,Prompt,Accurate,5
FLV066050,TRD066050,66,65,0,Prompt,Accurate,4
FLV066051,TRD066051,53,45,0,Prompt,Incomplete,5
FLV066052,TRD066052,31,18,0,Prompt,Accurate,5
FLV066053,TRD066053,32,26,0,Prompt,Accurate,4
FLV066054,TRD066054,40,39,0,Prompt,Accurate,5
FLV066055,TRD066055,62,63,1,Late,Accurate,5
FLV066056,TRD066056,33,38,5,Late,Accurate,5
FLV066057,TRD066057,61,57,0,Prompt,Accurate,5
FLV066058,TRD066058,49,69,20,Late,Accurate,3
FLV066059,TRD066059,58,50,0,Prompt,Accurate,5
FLV066060,TRD066060,37,43,6,Late,Accurate,5
FLV066061,TRD066061,56,48,0,Prompt,Accurate,5
FLV066062,TRD066062,79,74,0,Prompt,Accurate,5
FLV066063,TRD066063,50,37,0,Prompt,Accurate,4
FLV066064,TRD066064,15,10,0,Prompt,Accurate,4
FLV066065,TRD066065,69,59,0,Prompt,Accurate,5
FLV066066,TRD066066,62,58,0,Prompt,Accurate,5
FLV066067,TRD066067,34,47,13,Late,Accurate,4
FLV066068,TRD066068,49,47,0,Prompt,Accurate,5
FLV066069,TRD066069,64,54,0,Prompt,Accurate,5
FLV066070,TRD066070,60,57,0,Prompt,Accurate,4
FLV066071,TRD066071,51,54,3,Late,Accurate,5
FLV066072,TRD066072,61,62,1,Late,Accurate,5
FLV066073,TRD066073,50,68,18,Late,Accurate,3
FLV066074,TRD066074,44,48,4,Late,Incomplete,3
FLV066075,TRD066075,47,70,23,Late,Accurate,5
FLV066076,TRD066076,41,44,3,Late,Accurate,5
FLV066077,TRD066077,29,27,0,Prompt,Accurate,5
FLV066078,TRD066078,63,65,2,Late,Accurate,4
FLV066079,TRD066079,36,34,0,Prompt,Accurate,5
FLV066080,TRD066080,34,35,1,Late,Incomplete,5
FLV066081,TRD066081,63,52,0,Prompt,Accurate,4
FLV066082,TRD066082,54,78,24,Late,Accurate,3
FLV066083,TRD066083,15,20,5,Late,Accurate,4
FLV066084,TRD066084,52,57,5,Late,Accurate,5
FLV066085,TRD066085,49,56,7,Late,Accurate,4
FLV066086,TRD066086,77,72,0,Prompt,Accurate,5
FLV066087,TRD066087,46,46,0,Prompt,Accurate,3
FLV066088,TRD066088,86,82,0,Prompt,Accurate,2
FLV066089,TRD066089,82,101,19,Late,Accurate,2
FLV066090,TRD066090,63,81,18,Late,Accurate,2
FLV066091,TRD066091,26,25,0,Prompt,Accurate,2
FLV066092,TRD066092,46,47,1,Late,Accurate,3
FLV066093,TRD066093,50,45,0,Prompt,Incomplete,3
FLV066094,TRD066094,48,57,9,Late,Accurate,2
FLV066095,TRD066095,61,70,9,Late,Accurate,1
FLV066096,TRD066096,34,27,0,Prompt,Accurate,5
FLV066097,TRD066097,59,56,0,Prompt,Accurate,2
FLV066098,TRD066098,45,67,22,Late,Incomplete,1
FLV066099,TRD066099,51,42,0,Prompt,Accurate,3
FLV066100,TRD066100,53,46,0,Prompt,Accurate,1
FLV066101,TRD066101,57,68,11,Late,Accurate,2
FLV066102,TRD066102,15,15,0,Prompt,Incomplete,3
FLV066103,TRD066103,69,76,7,Late,Accurate,2
FLV066104,TRD066104,49,43,0,Prompt,Accurate,3
FLV066105,TRD066105,45,58,13,Late,Accurate,1
FLV066106,TRD066106,17,18,1,Late,Accurate,4
FLV066107,TRD066107,50,44,0,Prompt,Accurate,2
FLV066108,TRD066108,45,49,4,Late,Accurate,3
FLV066109,TRD066109,50,35,0,Prompt,Accurate,2
FLV066110,TRD066110,37,31,0,Prompt,Accurate,3
FLV066111,TRD066111,49,49,0,Prompt,Accurate,4
FLV066112,TRD066112,30,59,29,Late,Accurate,2
FLV066113,TRD066113,50,51,1,Late,Accurate,3
FLV066114,TRD066114,41,43,2,Late,Accurate,4
FLV066115,TRD066115,47,42,0,Prompt,Accurate,3
FLV066116,TRD066116,80,82,2,Late,Accurate,3
FLV066117,TRD066117,69,70,1,Late,Accurate,2
FLV066118,TRD066118,51,83,32,Late,Accurate,2
FLV066119,TRD066119,57,54,0,Prompt,Accurate,3
FLV066120,TRD066120,83,85,2,Late,Accurate,3
FLV066121,TRD066121,51,53,2,Late,Accurate,3
FLV066122,TRD066122,46,51,5,Late,Accurate,1
FLV066123,TRD066123,27,22,0,Prompt,Accurate,4
FLV066124,TRD066124,78,73,0,Prompt,Accurate,2
FLV066125,TRD066125,45,40,0,Prompt,Accurate,3
FLV066126,TRD066126,55,48,0,Prompt,Accurate,3
FLV066127,TRD066127,86,97,11,Late,Accurate,2
FLV066128,TRD066128,57,48,0,Prompt,Accurate,5
FLV066129,TRD066129,48,94,46,Late,Accurate,4
