delivery_id,order_id,promised_time_min,actual_time_min,delay_minutes,delivery_status,order_accuracy,customer_rating
DLV051975,ORD051975,47,47,0,On-Time,Correct,4
DLV051976,ORD051976,60,60,0,On-Time,Correct,5
DLV051977,ORD051977,38,34,0,On-Time,Correct,5
DLV051978,ORD051978,58,55,0,On-Time,Correct,4
DLV051979,ORD051979,18,14,0,On-Time,Correct,4
DLV051980,ORD051980,51,46,0,On-Time,Correct,4
DLV051981,ORD051981,76,75,0,On-Time,Correct,4
DLV051982,ORD051982,60,60,0,On-Time,Correct,4
DLV051983,ORD051983,34,53,19,Delayed,Correct,2
DLV051984,ORD051984,57,55,0,On-Time,Correct,5
DLV051985,ORD051985,57,74,17,Delayed,Correct,2
DLV051986,ORD051986,86,81,0,On-Time,Correct,5
DLV051987,ORD051987,43,43,0,On-Time,Correct,4
DLV051988,ORD051988,63,61,0,On-Time,Correct,4
DLV051989,ORD051989,32,27,0,On-Time,Correct,4
DLV051990,ORD051990,49,47,0,On-Time,Correct,4
DLV051991,ORD051991,21,19,0,On-Time,Correct,4
DLV051992,ORD051992,43,43,0,On-Time,Correct,4
DLV051993,ORD051993,39,59,20,Delayed,Correct,3
DLV051994,ORD051994,48,55,7,Delayed,Correct,2
DLV051995,ORD051995,41,54,13,Delayed,Correct,2
DLV051996,ORD051996,53,53,0,On-Time,Correct,4
DLV051997,ORD051997,57,52,0,On-Time,Correct,4
DLV051998,ORD051998,55,55,0,On-Time,Correct,4
DLV051999,ORD051999,52,48,0,On-Time,Correct,4
DLV052000,ORD052000,56,56,0,On-Time,Correct,4
DLV052001,ORD052001,88,125,37,Delayed,Correct,3
DLV052002,ORD052002,30,30,0,On-Time,Correct,5
DLV052003,ORD052003,56,52,0,On-Time,Correct,5
DLV052004,ORD052004,21,38,17,Delayed,Correct,3
DLV052005,ORD052005,36,36,0,On-Time,Correct,5
DLV052006,ORD052006,23,48,25,Delayed,Correct,4
DLV052007,ORD052007,34,50,16,Delayed,Correct,3
DLV052008,ORD052008,46,45,0,On-Time,Correct,4
DLV052009,ORD052009,59,58,0,On-Time,Partial,3
DLV052010,ORD052010,31,30,0,On-Time,Correct,3
DLV052011,ORD052011,45,41,0,On-Time,Correct,3
DLV052012,ORD052012,32,29,0,On-Time,Correct,4
DLV052013,ORD052013,37,35,0,On-Time,Correct,4
DLV052014,ORD052014,46,45,0,On-Time,Correct,4
DLV052015,ORD052015,39,34,0,On-Time,Correct,3
DLV052016,ORD052016,64,77,13,Delayed,Correct,2
DLV052017,ORD052017,16,11,0,On-Time,Correct,5
DLV052018,ORD052018,20,49,29,Delayed,Correct,2
DLV052019,ORD052019,90,88,0,On-Time,Correct,3
DLV052020,ORD052020,53,51,0,On-Time,Correct,4
DLV052021,ORD052021,49,65,16,Delayed,Correct,3
DLV052022,ORD052022,37,37,0,On-Time,Correct,5
DLV052023,ORD052023,26,24,0,On-Time,Correct,3
DLV052024,ORD052024,35,32,0,On-Time,Correct,3
DLV052025,ORD052025,75,81,6,Delayed,Correct,2
DLV052026,ORD052026,18,14,0,On-Time,Correct,4
DLV052027,ORD052027,46,45,0,On-Time,Correct,4
DLV052028,ORD052028,38,51,13,Delayed,Partial,3
DLV052029,ORD052029,35,48,13,Delayed,Correct,2
DLV052030,ORD052030,39,94,55,Delayed,Correct,3
DLV052031,ORD052031,21,57,36,Delayed,Correct,3
DLV052032,ORD052032,66,63,0,On-Time,Correct,5
DLV052033,ORD052033,56,51,0,On-Time,Correct,5
DLV052034,ORD052034,60,87,27,Delayed,Partial,3
DLV052035,ORD052035,50,45,0,On-Time,Correct,5
DLV052036,ORD052036,37,34,0,On-Time,Correct,5
DLV052037,ORD052037,30,25,0,On-Time,Correct,5
DLV052038,ORD052038,89,85,0,On-Time,Correct,5
DLV052039,ORD052039,32,31,0,On-Time,Correct,5
DLV052040,ORD052040,44,41,0,On-Time,Correct,4
DLV052041,ORD052041,37,33,0,On-Time,Correct,5
DLV052042,ORD052042,49,49,0,On-Time,Correct,5
DLV052043,ORD052043,57,55,0,On-Time,Partial,5
DLV052044,ORD052044,30,68,38,Delayed,Correct,3
DLV052045,ORD052045,74,70,0,On-Time,Correct,5
DLV052046,ORD052046,44,44,0,On-Time,Correct,4
DLV052047,ORD052047,40,39,0,On-Time,Correct,4
DLV052048,ORD052048,90,89,0,On-Time,Correct,5
DLV052049,ORD052049,59,55,0,On-Time,Correct,5
DLV052050,ORD052050,27,36,9,Delayed,Correct,3
DLV052051,ORD052051,44,40,0,On-Time,Correct,3
DLV052052,ORD052052,76,76,0,On-Time,Correct,4
DLV052053,ORD052053,48,43,0,On-Time,Correct,4
DLV052054,ORD052054,38,38,0,On-Time,Correct,4
DLV052055,ORD052055,45,42,0,On-Time,Correct,4
DLV052056,ORD052056,80,108,28,Delayed,Partial,1
DLV052057,ORD052057,82,82,0,On-Time,Correct,4
DLV052058,ORD052058,80,77,0,On-Time,Correct,4
DLV052059,ORD052059,44,42,0,On-Time,Correct,3
DLV052060,ORD052060,59,59,0,On-Time,Correct,4
DLV052061,ORD052061,60,57,0,On-Time,Correct,3
DLV052062,ORD052062,53,51,0,On-Time,Correct,4
DLV052063,ORD052063,57,52,0,On-Time,Correct,3
DLV052064,ORD052064,41,41,0,On-Time,Correct,3
DLV052065,ORD052065,38,49,11,Delayed,Correct,2
DLV052066,ORD052066,47,44,0,On-Time,Correct,5
DLV052067,ORD052067,49,45,0,On-Time,Correct,3
DLV052068,ORD052068,38,63,25,Delayed,Correct,3
DLV052069,ORD052069,35,31,0,On-Time,Correct,4
DLV052070,ORD052070,55,77,22,Delayed,Correct,3
DLV052071,ORD052071,40,40,0,On-Time,Correct,4
DLV052072,ORD052072,34,44,10,Delayed,Correct,3
DLV052073,ORD052073,88,88,0,On-Time,Correct,5
DLV052074,ORD052074,41,41,0,On-Time,Correct,5
DLV052075,ORD052075,52,47,0,On-Time,Partial,5
DLV052076,ORD052076,59,70,11,Delayed,Correct,2
DLV052077,ORD052077,30,25,0,On-Time,Correct,4
DLV052078,ORD052078,74,70,0,On-Time,Correct,4
DLV052079,ORD052079,73,86,13,Delayed,Correct,1
DLV052080,ORD052080,89,89,0,On-Time,Correct,3
DLV052081,ORD052081,85,85,0,On-Time,Correct,4
DLV052082,ORD052082,39,38,0,On-Time,Partial,3
DLV052083,ORD052083,36,51,15,Delayed,Wrong,1
DLV052084,ORD052084,37,36,0,On-Time,Correct,4
DLV052085,ORD052085,48,96,48,Delayed,Partial,3
DLV052086,ORD052086,59,71,12,Delayed,Correct,2
DLV052087,ORD052087,32,28,0,On-Time,Correct,4
DLV052088,ORD052088,54,51,0,On-Time,Correct,3
DLV052089,ORD052089,46,43,0,On-Time,Correct,4
DLV052090,ORD052090,79,99,20,Delayed,Correct,2
DLV052091,ORD052091,17,12,0,On-Time,Correct,3
DLV052092,ORD052092,66,62,0,On-Time,Correct,3
DLV052093,ORD052093,38,38,0,On-Time,Correct,4
DLV052094,ORD052094,42,39,0,On-Time,Correct,4
DLV052095,ORD052095,54,54,0,On-Time,Correct,4
DLV052096,ORD052096,34,48,14,Delayed,Correct,1
DLV052097,ORD052097,54,53,0,On-Time,Partial,5
DLV052098,ORD052098,47,46,0,On-Time,Correct,5
DLV052099,ORD052099,36,50,14,Delayed,Correct,3
DLV052100,ORD052100,40,37,0,On-Time,Correct,5
DLV052101,ORD052101,40,87,47,Delayed,Correct,3
DLV052102,ORD052102,21,36,15,Delayed,Correct,4
DLV052103,ORD052103,25,22,0,On-Time,Correct,4
DLV052104,ORD052104,57,54,0,On-Time,Correct,5
DLV052105,ORD052105,24,39,15,Delayed,Correct,2
DLV052106,ORD052106,47,44,0,On-Time,Correct,5
DLV052107,ORD052107,45,45,0,On-Time,Correct,5
DLV052108,ORD052108,38,35,0,On-Time,Correct,4
DLV052109,ORD052109,47,42,0,On-Time,Correct,5
DLV052110,ORD052110,52,66,14,Delayed,Correct,3
DLV052111,ORD052111,55,90,35,Delayed,Correct,3
DLV052112,ORD052112,78,78,0,On-Time,Correct,4
DLV052113,ORD052113,58,94,36,Delayed,Correct,2
DLV052114,ORD052114,32,31,0,On-Time,Correct,5
DLV052115,ORD052115,48,74,26,Delayed,Correct,3
DLV052116,ORD052116,53,53,0,On-Time,Correct,5
DLV052117,ORD052117,55,55,0,On-Time,Partial,5
DLV052118,ORD052118,55,54,0,On-Time,Correct,5
DLV052119,ORD052119,35,35,0,On-Time,Correct,5
DLV052120,ORD052120,32,32,0,On-Time,Correct,5
DLV052121,ORD052121,84,82,0,On-Time,Correct,5
DLV052122,ORD052122,74,74,0,On-Time,Correct,5
DLV052123,ORD052123,53,52,0,On-Time,Correct,5
DLV052124,ORD052124,44,52,8,Delayed,Correct,5
DLV052125,ORD052125,43,39,0,On-Time,Correct,5
DLV052126,ORD052126,40,38,0,On-Time,Correct,5
DLV052127,ORD052127,55,54,0,On-Time,Partial,5
DLV052128,ORD052128,43,39,0,On-Time,Correct,5
DLV052129,ORD052129,60,67,7,Delayed,Correct,5
DLV052130,ORD052130,47,47,0,On-Time,Correct,5
DLV052131,ORD052131,34,30,0,On-Time,Correct,5
DLV052132,ORD052132,38,38,0,On-Time,Correct,5
DLV052133,ORD052133,44,56,12,Delayed,Correct,5
DLV052134,ORD052134,39,35,0,On-Time,Correct,5
DLV052135,ORD052135,49,44,0,On-Time,Partial,5
DLV052136,ORD052136,77,73,0,On-Time,Correct,5
DLV052137,ORD052137,71,67,0,On-Time,Correct,5
DLV052138,ORD052138,88,95,7,Delayed,Correct,4
DLV052139,ORD052139,86,85,0,On-Time,Correct,5
DLV052140,ORD052140,34,56,22,Delayed,Correct,5
DLV052141,ORD052141,52,47,0,On-Time,Correct,5
DLV052142,ORD052142,60,59,0,On-Time,Correct,5
DLV052143,ORD052143,60,58,0,On-Time,Correct,3
DLV052144,ORD052144,46,58,12,Delayed,Correct,3
DLV052145,ORD052145,79,77,0,On-Time,Correct,5
DLV052146,ORD052146,71,69,0,On-Time,Correct,4
DLV052147,ORD052147,32,28,0,On-Time,Correct,4
DLV052148,ORD052148,40,51,11,Delayed,Correct,2
DLV052149,ORD052149,44,56,12,Delayed,Correct,2
DLV052150,ORD052150,49,69,20,Delayed,Partial,2
DLV052151,ORD052151,44,44,0,On-Time,Correct,4
DLV052152,ORD052152,27,26,0,On-Time,Correct,4
DLV052153,ORD052153,18,14,0,On-Time,Correct,5
DLV052154,ORD052154,41,40,0,On-Time,Partial,3
DLV052155,ORD052155,15,39,24,Delayed,Correct,2
DLV052156,ORD052156,31,30,0,On-Time,Correct,3
DLV052157,ORD052157,55,80,25,Delayed,Wrong,2
DLV052158,ORD052158,63,63,0,On-Time,Correct,3
DLV052159,ORD052159,51,48,0,On-Time,Correct,5
DLV052160,ORD052160,65,63,0,On-Time,Correct,5
DLV052161,ORD052161,69,91,22,Delayed,Correct,3
DLV052162,ORD052162,58,54,0,On-Time,Correct,5
DLV052163,ORD052163,58,57,0,On-Time,Partial,4
DLV052164,ORD052164,51,49,0,On-Time,Correct,5
DLV052165,ORD052165,48,59,11,Delayed,Correct,3
DLV052166,ORD052166,81,80,0,On-Time,Correct,4
DLV052167,ORD052167,88,88,0,On-Time,Correct,5
DLV052168,ORD052168,38,35,0,On-Time,Correct,5
DLV052169,ORD052169,75,107,32,Delayed,Correct,3
DLV052170,ORD052170,26,36,10,Delayed,Correct,3
DLV052171,ORD052171,31,26,0,On-Time,Correct,5
DLV052172,ORD052172,46,43,0,On-Time,Correct,5
DLV052173,ORD052173,54,52,0,On-Time,Correct,4
DLV052174,ORD052174,84,83,0,On-Time,Correct,4
DLV052175,ORD052175,28,27,0,On-Time,Correct,5
DLV052176,ORD052176,85,81,0,On-Time,Correct,5
DLV052177,ORD052177,46,58,12,Delayed,Correct,2
DLV052178,ORD052178,49,46,0,On-Time,Correct,4
DLV052179,ORD052179,36,33,0,On-Time,Correct,4
DLV052180,ORD052180,16,58,42,Delayed,Correct,2
DLV052181,ORD052181,56,56,0,On-Time,Correct,3
DLV052182,ORD052182,49,48,0,On-Time,Correct,5
DLV052183,ORD052183,30,26,0,On-Time,Correct,4
DLV052184,ORD052184,34,29,0,On-Time,Correct,5
DLV052185,ORD052185,58,54,0,On-Time,Correct,4
DLV052186,ORD052186,57,54,0,On-Time,Correct,5
DLV052187,ORD052187,48,43,0,On-Time,Wrong,5
DLV052188,ORD052188,52,83,31,Delayed,Correct,2
DLV052189,ORD052189,23,18,0,On-Time,Correct,5
DLV052190,ORD052190,52,51,0,On-Time,Correct,4
DLV052191,ORD052191,45,41,0,On-Time,Correct,4
DLV052192,ORD052192,20,16,0,On-Time,Correct,4
DLV052193,ORD052193,32,28,0,On-Time,Correct,5
DLV052194,ORD052194,30,29,0,On-Time,Correct,4
DLV052195,ORD052195,60,59,0,On-Time,Correct,3
DLV052196,ORD052196,63,63,0,On-Time,Correct,3
DLV052197,ORD052197,55,51,0,On-Time,Correct,5
DLV052198,ORD052198,37,33,0,On-Time,Correct,4
DLV052199,ORD052199,17,12,0,On-Time,Correct,5
DLV052200,ORD052200,29,27,0,On-Time,Correct,4
DLV052201,ORD052201,27,27,0,On-Time,Correct,4
DLV052202,ORD052202,50,46,0,On-Time,Correct,4
DLV052203,ORD052203,57,52,0,On-Time,Partial,4
DLV052204,ORD052204,79,79,0,On-Time,Correct,4
DLV052205,ORD052205,48,47,0,On-Time,Correct,3
DLV052206,ORD052206,72,67,0,On-Time,Correct,4
DLV052207,ORD052207,54,54,0,On-Time,Correct,5
DLV052208,ORD052208,81,76,0,On-Time,Correct,5
DLV052209,ORD052209,69,95,26,Delayed,Correct,3
DLV052210,ORD052210,25,23,0,On-Time,Correct,5
DLV052211,ORD052211,57,72,15,Delayed,Correct,4
DLV052212,ORD052212,15,12,0,On-Time,Correct,5
DLV052213,ORD052213,49,48,0,On-Time,Correct,5
DLV052214,ORD052214,50,50,0,On-Time,Partial,5
DLV052215,ORD052215,24,20,0,On-Time,Correct,5
DLV052216,ORD052216,61,59,0,On-Time,Correct,5
DLV052217,ORD052217,17,15,0,On-Time,Correct,5
DLV052218,ORD052218,18,15,0,On-Time,Correct,5
DLV052219,ORD052219,50,50,0,On-Time,Correct,5
DLV052220,ORD052220,30,26,0,On-Time,Correct,5
DLV052221,ORD052221,53,77,24,Delayed,Correct,5
DLV052222,ORD052222,59,59,0,On-Time,Correct,5
DLV052223,ORD052223,77,72,0,On-Time,Correct,5
DLV052224,ORD052224,46,46,0,On-Time,Partial,5
DLV052225,ORD052225,80,76,0,On-Time,Correct,5
DLV052226,ORD052226,35,30,0,On-Time,Correct,5
DLV052227,ORD052227,50,47,0,On-Time,Correct,5
DLV052228,ORD052228,21,51,30,Delayed,Correct,5
DLV052229,ORD052229,28,26,0,On-Time,Correct,5
DLV052230,ORD052230,39,34,0,On-Time,Correct,5
DLV052231,ORD052231,21,20,0,On-Time,Correct,5
DLV052232,ORD052232,66,66,0,On-Time,Correct,4
DLV052233,ORD052233,58,55,0,On-Time,Correct,5
DLV052234,ORD052234,36,34,0,On-Time,Correct,5
DLV052235,ORD052235,59,81,22,Delayed,Correct,3
DLV052236,ORD052236,32,27,0,On-Time,Partial,4
DLV052237,ORD052237,32,31,0,On-Time,Correct,5
DLV052238,ORD052238,39,66,27,Delayed,Correct,2
DLV052239,ORD052239,43,38,0,On-Time,Correct,4
DLV052240,ORD052240,35,34,0,On-Time,Partial,4
DLV052241,ORD052241,74,85,11,Delayed,Correct,2
DLV052242,ORD052242,44,68,24,Delayed,Correct,2
DLV052243,ORD052243,34,54,20,Delayed,Correct,2
DLV052244,ORD052244,59,57,0,On-Time,Correct,4
DLV052245,ORD052245,75,71,0,On-Time,Correct,4
DLV052246,ORD052246,54,86,32,Delayed,Correct,2
DLV052247,ORD052247,47,42,0,On-Time,Partial,3
DLV052248,ORD052248,71,91,20,Delayed,Correct,4
DLV052249,ORD052249,47,46,0,On-Time,Correct,5
DLV052250,ORD052250,36,32,0,On-Time,Correct,5
DLV052251,ORD052251,54,66,12,Delayed,Correct,3
DLV052252,ORD052252,53,48,0,On-Time,Correct,5
DLV052253,ORD052253,41,41,0,On-Time,Correct,5
DLV052254,ORD052254,34,29,0,On-Time,Correct,4
DLV052255,ORD052255,49,48,0,On-Time,Correct,5
DLV052256,ORD052256,31,66,35,Delayed,Correct,3
DLV052257,ORD052257,42,40,0,On-Time,Partial,4
DLV052258,ORD052258,25,24,0,On-Time,Wrong,5
DLV052259,ORD052259,31,41,10,Delayed,Correct,4
DLV052260,ORD052260,76,96,20,Delayed,Partial,4
DLV052261,ORD052261,52,47,0,On-Time,Correct,5
DLV052262,ORD052262,68,64,0,On-Time,Correct,4
DLV052263,ORD052263,54,50,0,On-Time,Correct,5
DLV052264,ORD052264,25,21,0,On-Time,Correct,5
DLV052265,ORD052265,15,15,0,On-Time,Correct,4
DLV052266,ORD052266,49,48,0,On-Time,Correct,5
DLV052267,ORD052267,55,50,0,On-Time,Correct,5
DLV052268,ORD052268,56,54,0,On-Time,Wrong,4
DLV052269,ORD052269,46,42,0,On-Time,Correct,4
DLV052270,ORD052270,31,40,9,Delayed,Correct,3
DLV052271,ORD052271,21,45,24,Delayed,Correct,3
DLV052272,ORD052272,36,34,0,On-Time,Correct,5
DLV052273,ORD052273,41,50,9,Delayed,Correct,3
DLV052274,ORD052274,30,26,0,On-Time,Correct,5
DLV052275,ORD052275,30,39,9,Delayed,Correct,4
DLV052276,ORD052276,31,41,10,Delayed,Correct,3
DLV052277,ORD052277,47,47,0,On-Time,Correct,5
DLV052278,ORD052278,43,39,0,On-Time,Correct,5
DLV052279,ORD052279,54,50,0,On-Time,Correct,4
DLV052280,ORD052280,84,105,21,Delayed,Correct,3
DLV052281,ORD052281,17,13,0,On-Time,Correct,4
DLV052282,ORD052282,55,51,0,On-Time,Correct,4
DLV052283,ORD052283,43,79,36,Delayed,Correct,2
DLV052284,ORD052284,15,12,0,On-Time,Correct,4
DLV052285,ORD052285,48,44,0,On-Time,Correct,5
DLV052286,ORD052286,51,49,0,On-Time,Partial,5
DLV052287,ORD052287,34,29,0,On-Time,Correct,4
DLV052288,ORD052288,41,74,33,Delayed,Correct,3
DLV052289,ORD052289,49,49,0,On-Time,Correct,5
DLV052290,ORD052290,54,78,24,Delayed,Correct,3
DLV052291,ORD052291,55,53,0,On-Time,Correct,5
DLV052292,ORD052292,59,72,13,Delayed,Correct,3
DLV052293,ORD052293,64,63,0,On-Time,Correct,5
DLV052294,ORD052294,45,40,0,On-Time,Correct,4
DLV052295,ORD052295,27,34,7,Delayed,Correct,3
DLV052296,ORD052296,23,22,0,On-Time,Correct,4
DLV052297,ORD052297,39,34,0,On-Time,Correct,5
DLV052298,ORD052298,86,84,0,On-Time,Correct,3
DLV052299,ORD052299,37,36,0,On-Time,Correct,4
DLV052300,ORD052300,34,34,0,On-Time,Correct,5
DLV052301,ORD052301,50,45,0,On-Time,Correct,4
DLV052302,ORD052302,36,35,0,On-Time,Correct,4
DLV052303,ORD052303,55,91,36,Delayed,Correct,3
DLV052304,ORD052304,73,71,0,On-Time,Correct,4
DLV052305,ORD052305,86,85,0,On-Time,Correct,5
DLV052306,ORD052306,59,55,0,On-Time,Correct,5
DLV052307,ORD052307,31,27,0,On-Time,Correct,4
DLV052308,ORD052308,59,82,23,Delayed,Correct,3
DLV052309,ORD052309,46,45,0,On-Time,Correct,4
DLV052310,ORD052310,86,86,0,On-Time,Partial,5
DLV052311,ORD052311,56,51,0,On-Time,Partial,4
DLV052312,ORD052312,47,47,0,On-Time,Correct,5
DLV052313,ORD052313,34,33,0,On-Time,Correct,4
DLV052314,ORD052314,38,35,0,On-Time,Correct,4
DLV052315,ORD052315,67,64,0,On-Time,Partial,5
DLV052316,ORD052316,50,66,16,Delayed,Correct,3
DLV052317,ORD052317,18,18,0,On-Time,Correct,4
DLV052318,ORD052318,49,47,0,On-Time,Correct,5
DLV052319,ORD052319,50,50,0,On-Time,Correct,5
DLV052320,ORD052320,51,49,0,On-Time,Correct,5
DLV052321,ORD052321,63,63,0,On-Time,Correct,5
DLV052322,ORD052322,51,61,10,Delayed,Partial,4
DLV052323,ORD052323,76,85,9,Delayed,Correct,3
DLV052324,ORD052324,31,46,15,Delayed,Correct,4
DLV052325,ORD052325,66,61,0,On-Time,Correct,5
DLV052326,ORD052326,16,14,0,On-Time,Correct,5
DLV052327,ORD052327,56,66,10,Delayed,Correct,3
DLV052328,ORD052328,84,83,0,On-Time,Partial,3
DLV052329,ORD052329,45,57,12,Delayed,Correct,3
DLV052330,ORD052330,48,46,0,On-Time,Correct,5
DLV052331,ORD052331,54,50,0,On-Time,Correct,5
DLV052332,ORD052332,38,33,0,On-Time,Correct,5
DLV052333,ORD052333,33,33,0,On-Time,Correct,5
DLV052334,ORD052334,59,55,0,On-Time,Correct,5
DLV052335,ORD052335,77,73,0,On-Time,Correct,5
DLV052336,ORD052336,52,49,0,On-Time,Correct,5
DLV052337,ORD052337,42,37,0,On-Time,Correct,5
DLV052338,ORD052338,37,35,0,On-Time,Correct,5
DLV052339,ORD052339,31,27,0,On-Time,Correct,5
DLV052340,ORD052340,48,91,43,Delayed,Correct,2
DLV052341,ORD052341,90,85,0,On-Time,Correct,4
DLV052342,ORD052342,50,48,0,On-Time,Correct,5
DLV052343,ORD052343,43,72,29,Delayed,Correct,3
DLV052344,ORD052344,43,55,12,Delayed,Correct,4
DLV052345,ORD052345,46,45,0,On-Time,Correct,5
DLV052346,ORD052346,35,31,0,On-Time,Correct,5
DLV052347,ORD052347,17,28,11,Delayed,Correct,3
DLV052348,ORD052348,32,32,0,On-Time,Correct,5
DLV052349,ORD052349,62,60,0,On-Time,Correct,4
DLV052350,ORD052350,38,56,18,Delayed,Correct,3
DLV052351,ORD052351,41,40,0,On-Time,Correct,5
DLV052352,ORD052352,37,35,0,On-Time,Correct,5
DLV052353,ORD052353,41,37,0,On-Time,Correct,4
DLV052354,ORD052354,56,51,0,On-Time,Partial,4
DLV052355,ORD052355,46,46,0,On-Time,Wrong,5
DLV052356,ORD052356,47,43,0,On-Time,Correct,3
DLV052357,ORD052357,55,55,0,On-Time,Correct,5
DLV052358,ORD052358,59,57,0,On-Time,Correct,4
DLV052359,ORD052359,23,18,0,On-Time,Correct,5
DLV052360,ORD052360,30,27,0,On-Time,Correct,5
DLV052361,ORD052361,59,59,0,On-Time,Correct,4
DLV052362,ORD052362,53,83,30,Delayed,Partial,3
DLV052363,ORD052363,84,84,0,On-Time,Correct,4
DLV052364,ORD052364,57,55,0,On-Time,Correct,4
DLV052365,ORD052365,31,37,6,Delayed,Partial,3
DLV052366,ORD052366,37,32,0,On-Time,Partial,4
DLV052367,ORD052367,41,41,0,On-Time,Correct,4
DLV052368,ORD052368,33,33,0,On-Time,Correct,4
DLV052369,ORD052369,55,55,0,On-Time,Correct,5
DLV052370,ORD052370,22,20,0,On-Time,Correct,5
DLV052371,ORD052371,48,44,0,On-Time,Correct,3
DLV052372,ORD052372,53,48,0,On-Time,Correct,2
DLV052373,ORD052373,21,47,26,Delayed,Correct,1
DLV052374,ORD052374,49,46,0,On-Time,Partial,4
DLV052375,ORD052375,60,56,0,On-Time,Correct,5
DLV052376,ORD052376,66,64,0,On-Time,Correct,4
DLV052377,ORD052377,17,15,0,On-Time,Correct,5
DLV052378,ORD052378,66,65,0,On-Time,Correct,5
DLV052379,ORD052379,84,84,0,On-Time,Correct,5
DLV052380,ORD052380,30,26,0,On-Time,Correct,5
DLV052381,ORD052381,40,53,13,Delayed,Correct,3
DLV052382,ORD052382,59,55,0,On-Time,Correct,5
DLV052383,ORD052383,51,46,0,On-Time,Correct,4
DLV052384,ORD052384,19,19,0,On-Time,Correct,5
DLV052385,ORD052385,15,12,0,On-Time,Correct,5
DLV052386,ORD052386,60,60,0,On-Time,Correct,5
DLV052387,ORD052387,26,26,0,On-Time,Correct,5
DLV052388,ORD052388,50,46,0,On-Time,Correct,5
DLV052389,ORD052389,81,81,0,On-Time,Correct,4
DLV052390,ORD052390,35,32,0,On-Time,Correct,5
DLV052391,ORD052391,35,70,35,Delayed,Correct,3
DLV052392,ORD052392,30,53,23,Delayed,Correct,2
DLV052393,ORD052393,60,55,0,On-Time,Correct,5
DLV052394,ORD052394,55,67,12,Delayed,Partial,3
DLV052395,ORD052395,42,38,0,On-Time,Correct,5
DLV052396,ORD052396,41,40,0,On-Time,Correct,4
DLV052397,ORD052397,58,54,0,On-Time,Correct,5
DLV052398,ORD052398,55,52,0,On-Time,Correct,5
DLV052399,ORD052399,39,37,0,On-Time,Correct,5
DLV052400,ORD052400,35,35,0,On-Time,Correct,5
DLV052401,ORD052401,32,32,0,On-Time,Correct,5
DLV052402,ORD052402,44,40,0,On-Time,Correct,5
DLV052403,ORD052403,53,48,0,On-Time,Correct,5
DLV052404,ORD052404,56,76,20,Delayed,Correct,3
DLV052405,ORD052405,21,16,0,On-Time,Correct,3
DLV052406,ORD052406,85,80,0,On-Time,Wrong,5
DLV052407,ORD052407,43,40,0,On-Time,Correct,3
DLV052408,ORD052408,23,19,0,On-Time,Correct,5
DLV052409,ORD052409,52,51,0,On-Time,Partial,4
DLV052410,ORD052410,21,20,0,On-Time,Correct,3
DLV052411,ORD052411,46,43,0,On-Time,Correct,4
DLV052412,ORD052412,36,36,0,On-Time,Correct,4
DLV052413,ORD052413,28,24,0,On-Time,Correct,4
DLV052414,ORD052414,39,35,0,On-Time,Correct,4
DLV052415,ORD052415,23,19,0,On-Time,Wrong,4
DLV052416,ORD052416,42,40,0,On-Time,Correct,4
DLV052417,ORD052417,55,50,0,On-Time,Correct,4
DLV052418,ORD052418,54,54,0,On-Time,Correct,3
DLV052419,ORD052419,32,29,0,On-Time,Correct,3
DLV052420,ORD052420,49,45,0,On-Time,Correct,4
DLV052421,ORD052421,47,44,0,On-Time,Correct,4
DLV052422,ORD052422,58,58,0,On-Time,Correct,4
DLV052423,ORD052423,48,45,0,On-Time,Correct,4
DLV052424,ORD052424,40,35,0,On-Time,Correct,4
DLV052425,ORD052425,86,107,21,Delayed,Correct,3
DLV052426,ORD052426,41,37,0,On-Time,Correct,4
DLV052427,ORD052427,19,19,0,On-Time,Correct,3
DLV052428,ORD052428,46,42,0,On-Time,Correct,4
DLV052429,ORD052429,41,40,0,On-Time,Correct,3
DLV052430,ORD052430,62,58,0,On-Time,Correct,4
DLV052431,ORD052431,73,72,0,On-Time,Correct,4
DLV052432,ORD052432,40,50,10,Delayed,Correct,2
DLV052433,ORD052433,27,22,0,On-Time,Correct,3
DLV052434,ORD052434,63,58,0,On-Time,Correct,4
DLV052435,ORD052435,44,43,0,On-Time,Correct,4
DLV052436,ORD052436,42,65,23,Delayed,Correct,2
DLV052437,ORD052437,19,18,0,On-Time,Correct,5
DLV052438,ORD052438,20,19,0,On-Time,Correct,5
DLV052439,ORD052439,35,31,0,On-Time,Correct,5
DLV052440,ORD052440,20,32,12,Delayed,Correct,4
DLV052441,ORD052441,22,22,0,On-Time,Correct,5
DLV052442,ORD052442,33,28,0,On-Time,Correct,5
DLV052443,ORD052443,42,40,0,On-Time,Correct,5
DLV052444,ORD052444,26,55,29,Delayed,Correct,4
DLV052445,ORD052445,54,51,0,On-Time,Correct,5
DLV052446,ORD052446,46,43,0,On-Time,Correct,5
DLV052447,ORD052447,17,13,0,On-Time,Correct,5
DLV052448,ORD052448,29,29,0,On-Time,Correct,5
DLV052449,ORD052449,54,53,0,On-Time,Correct,5
DLV052450,ORD052450,53,49,0,On-Time,Correct,5
DLV052451,ORD052451,59,58,0,On-Time,Correct,5
DLV052452,ORD052452,90,115,25,Delayed,Correct,5
DLV052453,ORD052453,77,76,0,On-Time,Correct,5
DLV052454,ORD052454,34,34,0,On-Time,Correct,5
