user_id,registration_date,location_city,location_state,age_bracket,user_gender,account_segment,device_type
UUS04200,2024-11-01,Chicago,IL,18-25,Female,Standard,App
UUS04201,2025-01-11,Chicago,IL,26-35,Male,Standard,Website
UUS04202,2024-04-16,Boston,MA,18-25,Male,Standard,Website
UUS04203,2025-02-19,Seattle,WA,56+,Female,Intro,App
UUS04204,2025-07-17,Dallas,TX,46-55,Male,Elite,Website
UUS04205,2024-11-23,Boston,MA,26-35,Female,Standard,App
UUS04206,2026-01-09,New York,NY,36-45,Female,Standard,App
UUS04207,2026-02-10,Phoenix,AZ,18-25,Male,Standard,App
UUS04208,2025-03-14,Chicago,IL,56+,Female,Standard,App
UUS04209,2025-02-24,Dallas,TX,46-55,Male,Intro,Website
UUS04210,2025-06-26,Chicago,IL,18-25,Male,Standard,App
UUS04211,2025-03-06,Dallas,TX,18-25,Male,Standard,App
UUS04212,2024-07-09,Dallas,TX,56+,Male,Standard,App
UUS04213,2025-02-01,Chicago,IL,36-45,Male,Standard,Website
UUS04214,2024-11-06,San Jose,CA,26-35,Female,Standard,App
UUS04215,2025-11-12,Dallas,TX,46-55,Male,Standard,App
UUS04216,2025-10-22,Boston,MA,46-55,Female,Intro,App
UUS04217,2025-07-31,Seattle,WA,18-25,Female,Standard,App
UUS04218,2025-04-30,Los Angeles,CA,18-25,Female,Standard,App
UUS04219,2025-12-23,San Jose,CA,36-45,Male,Standard,App
UUS04220,2025-08-17,Los Angeles,CA,36-45,Male,Standard,App
UUS04221,2024-10-10,Seattle,WA,26-35,Male,Standard,App
UUS04222,2024-03-08,San Jose,CA,36-45,Female,Elite,App
UUS04223,2025-12-08,Houston,TX,36-45,Female,Standard,App
UUS04224,2024-07-27,Austin,TX,36-45,Female,Standard,Website
UUS04225,2025-04-03,San Diego,CA,18-25,Female,Standard,App
UUS04226,2025-11-17,Philadelphia,PA,46-55,Male,Standard,App
UUS04227,2024-05-20,Chicago,IL,26-35,Female,Elite,App
UUS04228,2024-08-20,San Diego,CA,26-35,Female,Elite,Website
UUS04229,2026-03-20,San Diego,CA,18-25,Female,Standard,App
UUS04230,2024-05-23,Phoenix,AZ,46-55,Female,Standard,App
UUS04231,2024-06-24,Phoenix,AZ,26-35,Other,Standard,Website
UUS04232,2024-07-13,Dallas,TX,26-35,Male,Elite,App
UUS04233,2026-01-10,Philadelphia,PA,26-35,Male,Intro,App
UUS04234,2025-12-21,Philadelphia,PA,36-45,Female,Standard,App
UUS04235,2024-01-29,San Diego,CA,26-35,Male,Elite,Website
UUS04236,2025-03-25,Philadelphia,PA,56+,Male,Standard,App
UUS04237,2024-10-04,Philadelphia,PA,26-35,Male,Standard,Website
UUS04238,2026-01-13,Houston,TX,26-35,Female,Standard,App
UUS04239,2024-03-26,Chicago,IL,26-35,Male,Intro,App
UUS04240,2025-10-27,Houston,TX,56+,Female,Elite,App
UUS04241,2024-03-29,Chicago,IL,36-45,Female,Elite,App
UUS04242,2024-04-23,San Diego,CA,18-25,Male,Elite,Website
UUS04243,2024-02-21,Seattle,WA,18-25,Male,Elite,App
UUS04244,2024-07-21,San Jose,CA,36-45,Male,Elite,Website
UUS04245,2025-07-08,New York,NY,26-35,Female,Standard,Website
UUS04246,2024-01-10,Austin,TX,18-25,Male,Intro,App
UUS04247,2025-06-04,New York,NY,26-35,Male,Standard,App
UUS04248,2024-02-05,Houston,TX,26-35,Female,Standard,App
UUS04249,2025-11-17,San Jose,CA,26-35,Male,Standard,App
UUS04250,2024-02-07,Phoenix,AZ,26-35,Male,Intro,App
UUS04251,2024-01-03,Boston,MA,56+,Female,Intro,App
UUS04252,2026-01-20,Dallas,TX,18-25,Male,Intro,Website
UUS04253,2025-02-08,Phoenix,AZ,26-35,Female,Standard,App
UUS04254,2025-05-13,San Diego,CA,46-55,Male,Standard,Website
UUS04255,2026-03-03,Los Angeles,CA,46-55,Female,Intro,Website
UUS04256,2025-10-04,Boston,MA,46-55,Female,Standard,App
UUS04257,2026-02-18,Seattle,WA,18-25,Female,Standard,App
UUS04258,2024-06-04,Los Angeles,CA,56+,Male,Elite,Website
UUS04259,2026-02-03,Seattle,WA,26-35,Male,Standard,App
UUS04260,2024-12-26,Chicago,IL,36-45,Female,Elite,App
UUS04261,2024-11-01,San Diego,CA,36-45,Male,Standard,Website
UUS04262,2025-10-24,Boston,MA,26-35,Female,Intro,App
UUS04263,2024-02-23,San Jose,CA,26-35,Male,Elite,App
UUS04264,2025-08-01,San Diego,CA,36-45,Male,Elite,App
UUS04265,2024-05-27,Houston,TX,18-25,Male,Standard,App
UUS04266,2025-09-06,Dallas,TX,26-35,Male,Elite,App
UUS04267,2024-06-22,San Jose,CA,26-35,Female,Intro,App
UUS04268,2024-07-09,Phoenix,AZ,18-25,Female,Standard,App
UUS04269,2025-02-17,San Diego,CA,18-25,Female,Intro,App
UUS04270,2024-08-10,San Jose,CA,26-35,Male,Standard,App
UUS04271,2025-11-15,Austin,TX,36-45,Male,Intro,Website
UUS04272,2024-04-10,San Jose,CA,26-35,Female,Elite,App
UUS04273,2024-05-03,Seattle,WA,46-55,Male,Standard,Website
UUS04274,2024-05-03,Boston,MA,18-25,Female,Intro,App
UUS04275,2025-08-31,Boston,MA,18-25,Male,Standard,App
UUS04276,2024-12-28,Seattle,WA,36-45,Male,Standard,Website
UUS04277,2026-04-16,Los Angeles,CA,26-35,Other,Standard,App
UUS04278,2024-07-08,Austin,TX,26-35,Male,Standard,App
UUS04279,2025-12-31,New York,NY,26-35,Female,Elite,App
UUS04280,2025-06-27,Los Angeles,CA,36-45,Male,Intro,App
UUS04281,2025-08-15,Los Angeles,CA,26-35,Male,Standard,App
UUS04282,2025-11-17,Houston,TX,18-25,Other,Standard,App
UUS04283,2024-05-20,Chicago,IL,26-35,Female,Elite,App
UUS04284,2024-06-20,New York,NY,18-25,Female,Standard,App
UUS04285,2024-07-25,San Jose,CA,26-35,Male,Intro,App
UUS04286,2024-12-07,Houston,TX,26-35,Female,Standard,App
UUS04287,2025-06-04,San Diego,CA,26-35,Female,Standard,App
UUS04288,2024-01-16,Phoenix,AZ,18-25,Male,Standard,App
UUS04289,2024-04-24,Boston,MA,36-45,Female,Standard,App
UUS04290,2025-12-19,San Jose,CA,26-35,Male,Intro,App
UUS04291,2025-12-03,Los Angeles,CA,18-25,Male,Elite,Website
UUS04292,2025-09-30,Houston,TX,26-35,Female,Intro,App
UUS04293,2025-09-10,Philadelphia,PA,26-35,Female,Elite,App
UUS04294,2025-06-23,Seattle,WA,46-55,Female,Standard,Website
UUS04295,2024-05-29,San Jose,CA,46-55,Female,Elite,App
UUS04296,2025-10-06,Seattle,WA,18-25,Female,Standard,App
UUS04297,2025-04-15,Austin,TX,26-35,Male,Intro,Website
UUS04298,2024-11-17,New York,NY,26-35,Male,Intro,App
UUS04299,2024-11-22,San Diego,CA,36-45,Male,Elite,Website
UUS04300,2025-04-07,Austin,TX,18-25,Male,Elite,App
UUS04301,2026-03-27,Houston,TX,36-45,Male,Standard,App
UUS04302,2025-10-20,San Diego,CA,46-55,Female,Standard,App
UUS04303,2024-05-06,San Diego,CA,46-55,Female,Standard,Website
UUS04304,2025-08-13,San Diego,CA,56+,Male,Elite,App
UUS04305,2025-02-12,Dallas,TX,36-45,Female,Standard,Website
UUS04306,2025-02-07,Philadelphia,PA,26-35,Male,Elite,App
UUS04307,2026-03-09,San Jose,CA,56+,Female,Elite,App
UUS04308,2025-09-04,Austin,TX,56+,Male,Intro,App
UUS04309,2026-03-25,Los Angeles,CA,26-35,Female,Intro,App
UUS04310,2024-02-11,New York,NY,18-25,Male,Intro,Website
UUS04311,2025-01-22,New York,NY,36-45,Female,Elite,Website
UUS04312,2025-07-05,Houston,TX,46-55,Male,Elite,Website
UUS04313,2024-09-04,Phoenix,AZ,18-25,Male,Standard,App
UUS04314,2026-03-27,Phoenix,AZ,56+,Male,Standard,App
UUS04315,2025-11-25,Houston,TX,18-25,Male,Standard,App
UUS04316,2025-04-02,San Diego,CA,26-35,Male,Intro,App
UUS04317,2025-12-03,Boston,MA,26-35,Male,Elite,App
UUS04318,2025-07-04,Phoenix,AZ,26-35,Female,Standard,App
UUS04319,2024-05-29,Dallas,TX,18-25,Female,Standard,App
UUS04320,2024-01-22,San Diego,CA,26-35,Male,Standard,App
UUS04321,2024-06-17,San Jose,CA,36-45,Male,Standard,App
UUS04322,2025-08-07,Houston,TX,36-45,Male,Intro,App
UUS04323,2026-01-26,Boston,MA,26-35,Female,Standard,App
UUS04324,2025-02-17,New York,NY,36-45,Male,Intro,App
UUS04325,2026-03-05,Houston,TX,26-35,Male,Standard,App
UUS04326,2025-07-15,San Jose,CA,26-35,Male,Intro,Website
UUS04327,2025-09-23,Austin,TX,26-35,Male,Standard,App
UUS04328,2024-03-28,San Jose,CA,56+,Male,Standard,Website
UUS04329,2024-01-05,Austin,TX,46-55,Female,Standard,App
UUS04330,2026-02-11,San Diego,CA,18-25,Female,Intro,Website
UUS04331,2024-07-30,Dallas,TX,46-55,Male,Intro,Website
UUS04332,2025-02-20,Phoenix,AZ,36-45,Male,Intro,App
UUS04333,2024-07-22,New York,NY,56+,Male,Standard,App
UUS04334,2024-02-20,Boston,MA,46-55,Female,Elite,Website
UUS04335,2025-05-03,San Jose,CA,26-35,Female,Standard,App
UUS04336,2024-08-20,Boston,MA,46-55,Female,Standard,App
UUS04337,2024-01-01,Seattle,WA,26-35,Male,Standard,App
UUS04338,2025-04-27,Chicago,IL,56+,Male,Standard,App
UUS04339,2026-02-10,Philadelphia,PA,26-35,Male,Elite,App
UUS04340,2024-09-15,Philadelphia,PA,26-35,Male,Elite,Website
UUS04341,2024-01-17,Houston,TX,26-35,Female,Elite,App
UUS04342,2024-01-07,San Jose,CA,18-25,Male,Standard,App
UUS04343,2025-11-14,Austin,TX,36-45,Female,Elite,Website
UUS04344,2024-05-18,San Jose,CA,36-45,Female,Elite,App
UUS04345,2025-09-02,Austin,TX,26-35,Male,Standard,Website
UUS04346,2024-02-20,Dallas,TX,36-45,Male,Elite,Website
UUS04347,2024-01-21,Seattle,WA,56+,Female,Standard,Website
UUS04348,2024-09-20,Dallas,TX,26-35,Female,Intro,App
UUS04349,2025-04-30,Boston,MA,26-35,Female,Standard,App
UUS04350,2026-02-28,Austin,TX,36-45,Female,Standard,App
UUS04351,2024-06-16,Phoenix,AZ,26-35,Male,Standard,App
UUS04352,2025-09-22,San Diego,CA,26-35,Male,Standard,App
UUS04353,2026-01-18,Dallas,TX,36-45,Male,Standard,App
UUS04354,2024-03-14,San Diego,CA,56+,Male,Standard,App
UUS04355,2025-01-06,San Diego,CA,26-35,Female,Standard,App
UUS04356,2024-09-26,Los Angeles,CA,26-35,Female,Standard,App
UUS04357,2025-02-24,Los Angeles,CA,26-35,Male,Intro,Website
UUS04358,2026-01-01,San Diego,CA,26-35,Female,Intro,App
UUS04359,2024-03-21,Austin,TX,36-45,Male,Standard,App
UUS04360,2025-03-05,Boston,MA,26-35,Female,Standard,Website
UUS04361,2025-10-01,Los Angeles,CA,56+,Female,Elite,App
UUS04362,2024-09-18,Seattle,WA,26-35,Female,Intro,App
UUS04363,2025-04-11,Seattle,WA,18-25,Female,Standard,App
UUS04364,2025-05-27,San Diego,CA,18-25,Male,Intro,App
UUS04365,2024-09-15,San Diego,CA,26-35,Female,Standard,App
UUS04366,2024-10-31,Dallas,TX,26-35,Male,Standard,App
UUS04367,2025-01-18,Philadelphia,PA,18-25,Male,Standard,App
UUS04368,2025-10-28,Philadelphia,PA,26-35,Male,Elite,App
UUS04369,2025-02-10,Chicago,IL,36-45,Male,Standard,App
UUS04370,2024-06-15,Houston,TX,36-45,Female,Intro,App
UUS04371,2024-03-02,Houston,TX,26-35,Other,Elite,App
UUS04372,2025-03-15,Boston,MA,36-45,Female,Intro,App
UUS04373,2024-03-16,San Jose,CA,46-55,Female,Standard,Website
UUS04374,2024-10-15,Phoenix,AZ,36-45,Female,Standard,App
UUS04375,2025-04-06,Seattle,WA,18-25,Male,Intro,App
UUS04376,2024-11-27,Dallas,TX,18-25,Male,Elite,App
UUS04377,2026-03-14,Houston,TX,26-35,Female,Standard,App
UUS04378,2025-05-04,San Jose,CA,56+,Male,Elite,Website
UUS04379,2026-01-05,Philadelphia,PA,36-45,Other,Elite,App
UUS04380,2025-02-25,Houston,TX,26-35,Female,Standard,App
UUS04381,2025-03-21,Chicago,IL,46-55,Female,Intro,App
UUS04382,2025-08-18,Houston,TX,36-45,Male,Standard,Website
UUS04383,2025-11-10,San Jose,CA,56+,Female,Elite,App
UUS04384,2025-09-25,Philadelphia,PA,36-45,Female,Standard,Website
UUS04385,2024-06-09,Dallas,TX,56+,Male,Standard,Website
UUS04386,2025-08-11,Chicago,IL,36-45,Male,Standard,Website
UUS04387,2024-05-16,Austin,TX,46-55,Male,Standard,App
UUS04388,2025-06-16,San Diego,CA,36-45,Male,Standard,Website
UUS04389,2024-09-15,Dallas,TX,46-55,Other,Elite,App
UUS04390,2025-05-30,San Jose,CA,36-45,Female,Elite,App
UUS04391,2025-01-13,San Diego,CA,46-55,Male,Standard,App
UUS04392,2025-08-31,Chicago,IL,46-55,Male,Intro,App
UUS04393,2025-03-23,Los Angeles,CA,56+,Female,Intro,App
UUS04394,2024-08-28,Phoenix,AZ,18-25,Female,Elite,Website
UUS04395,2026-02-27,Philadelphia,PA,36-45,Female,Elite,App
UUS04396,2024-11-17,New York,NY,36-45,Male,Elite,App
UUS04397,2025-08-01,New York,NY,26-35,Female,Elite,App
UUS04398,2024-01-03,Los Angeles,CA,18-25,Female,Standard,App
UUS04399,2024-01-10,Seattle,WA,36-45,Female,Intro,App
UUS04400,2024-08-25,San Jose,CA,36-45,Female,Elite,App
UUS04401,2024-03-04,San Jose,CA,36-45,Male,Standard,App
UUS04402,2026-02-21,Chicago,IL,56+,Female,Elite,App
UUS04403,2024-09-02,Houston,TX,18-25,Female,Elite,Website
UUS04404,2026-01-09,Chicago,IL,26-35,Female,Standard,App
UUS04405,2024-04-17,Austin,TX,46-55,Male,Standard,App
UUS04406,2025-03-05,Austin,TX,46-55,Male,Standard,App
UUS04407,2024-05-22,San Jose,CA,36-45,Female,Standard,App
UUS04408,2024-02-05,Austin,TX,46-55,Male,Intro,App
UUS04409,2025-05-21,San Diego,CA,26-35,Other,Standard,App
UUS04410,2025-01-16,Chicago,IL,26-35,Female,Elite,Website
UUS04411,2024-04-12,Austin,TX,26-35,Male,Standard,App
UUS04412,2024-12-26,Los Angeles,CA,56+,Male,Standard,Website
UUS04413,2025-12-19,Phoenix,AZ,18-25,Male,Elite,App
UUS04414,2025-04-11,Boston,MA,26-35,Female,Standard,Website
UUS04415,2025-10-18,Seattle,WA,36-45,Male,Standard,App
UUS04416,2024-08-28,Seattle,WA,26-35,Male,Intro,App
UUS04417,2025-04-24,Philadelphia,PA,18-25,Female,Standard,Website
UUS04418,2025-03-10,Austin,TX,36-45,Male,Standard,App
UUS04419,2025-05-11,Houston,TX,26-35,Male,Intro,App
UUS04420,2024-01-10,Seattle,WA,36-45,Male,Intro,App
UUS04421,2024-12-13,Houston,TX,18-25,Male,Standard,Website
UUS04422,2026-01-19,Austin,TX,26-35,Female,Elite,App
UUS04423,2025-01-15,New York,NY,36-45,Male,Standard,App
UUS04424,2024-11-16,Phoenix,AZ,56+,Male,Standard,App
UUS04425,2025-04-15,Los Angeles,CA,18-25,Male,Standard,App
UUS04426,2024-11-15,Los Angeles,CA,36-45,Female,Intro,App
UUS04427,2024-03-01,Austin,TX,46-55,Female,Elite,App
UUS04428,2024-09-07,New York,NY,26-35,Male,Intro,App
UUS04429,2024-12-19,Austin,TX,56+,Female,Standard,App
UUS04430,2025-04-10,Boston,MA,46-55,Male,Standard,App
UUS04431,2025-05-21,New York,NY,46-55,Female,Standard,App
UUS04432,2024-08-24,Philadelphia,PA,36-45,Female,Elite,App
UUS04433,2025-05-26,Phoenix,AZ,26-35,Male,Standard,App
UUS04434,2024-10-10,Philadelphia,PA,56+,Male,Elite,App
UUS04435,2024-07-10,Seattle,WA,56+,Female,Elite,App
UUS04436,2024-05-15,Dallas,TX,36-45,Male,Standard,App
UUS04437,2025-01-21,Boston,MA,36-45,Female,Standard,App
UUS04438,2024-11-11,Dallas,TX,18-25,Female,Intro,App
UUS04439,2025-07-10,Phoenix,AZ,26-35,Female,Intro,App
UUS04440,2024-11-17,Houston,TX,46-55,Male,Standard,App
UUS04441,2024-01-06,Los Angeles,CA,26-35,Male,Standard,App
UUS04442,2025-09-29,New York,NY,46-55,Male,Standard,App
UUS04443,2024-06-08,San Diego,CA,56+,Female,Intro,Website
UUS04444,2025-11-11,Houston,TX,46-55,Female,Standard,App
UUS04445,2024-01-29,San Jose,CA,26-35,Female,Standard,App
UUS04446,2024-07-29,Phoenix,AZ,18-25,Male,Intro,App
UUS04447,2025-10-12,Phoenix,AZ,26-35,Other,Intro,Website
UUS04448,2026-01-31,Boston,MA,26-35,Male,Standard,Website
UUS04449,2025-11-08,Houston,TX,36-45,Male,Standard,App
UUS04450,2026-02-06,Phoenix,AZ,18-25,Female,Elite,App
UUS04451,2024-10-22,San Diego,CA,56+,Female,Standard,App
UUS04452,2025-07-16,Boston,MA,26-35,Female,Standard,Website
UUS04453,2024-11-24,Austin,TX,26-35,Female,Standard,Website
UUS04454,2025-04-02,Philadelphia,PA,56+,Male,Intro,App
UUS04455,2026-04-05,Houston,TX,46-55,Female,Intro,App
UUS04456,2024-12-15,New York,NY,46-55,Male,Elite,App
UUS04457,2024-09-02,New York,NY,36-45,Female,Standard,Website
UUS04458,2024-01-06,Boston,MA,26-35,Female,Intro,Website
UUS04459,2025-04-02,Philadelphia,PA,46-55,Other,Standard,App
UUS04460,2025-07-16,Los Angeles,CA,26-35,Female,Standard,App
UUS04461,2026-01-07,New York,NY,36-45,Male,Intro,App
UUS04462,2024-12-11,Austin,TX,26-35,Male,Standard,App
UUS04463,2024-12-06,Seattle,WA,36-45,Male,Intro,App
UUS04464,2025-05-29,Seattle,WA,18-25,Female,Standard,App
UUS04465,2025-08-06,Phoenix,AZ,56+,Female,Elite,App
UUS04466,2024-01-01,Los Angeles,CA,56+,Female,Standard,App
UUS04467,2024-02-25,Los Angeles,CA,18-25,Male,Standard,App
UUS04468,2024-07-31,Phoenix,AZ,56+,Female,Intro,App
UUS04469,2024-08-24,San Diego,CA,36-45,Female,Standard,Website
UUS04470,2025-10-21,Phoenix,AZ,18-25,Male,Intro,App
UUS04471,2024-11-26,Houston,TX,26-35,Female,Intro,App
UUS04472,2025-01-06,Phoenix,AZ,56+,Female,Standard,App
UUS04473,2024-04-05,New York,NY,18-25,Female,Standard,App
UUS04474,2024-08-10,Phoenix,AZ,18-25,Female,Elite,App
UUS04475,2025-02-04,Phoenix,AZ,26-35,Male,Standard,App
UUS04476,2025-08-05,Austin,TX,36-45,Male,Elite,App
UUS04477,2025-02-07,Philadelphia,PA,26-35,Female,Standard,App
UUS04478,2025-06-10,San Diego,CA,56+,Female,Standard,App
UUS04479,2024-04-11,Los Angeles,CA,36-45,Female,Standard,Website
UUS04480,2025-10-08,New York,NY,36-45,Female,Standard,Website
UUS04481,2025-07-17,San Diego,CA,46-55,Male,Intro,App
UUS04482,2025-08-13,San Diego,CA,36-45,Female,Elite,App
UUS04483,2025-03-30,Phoenix,AZ,36-45,Male,Standard,App
UUS04484,2024-06-01,Austin,TX,26-35,Male,Standard,App
UUS04485,2024-02-15,New York,NY,46-55,Female,Standard,App
UUS04486,2024-06-20,Los Angeles,CA,18-25,Female,Intro,App
UUS04487,2025-11-15,San Jose,CA,18-25,Female,Intro,App
UUS04488,2025-11-24,Austin,TX,18-25,Female,Elite,App
UUS04489,2025-03-27,Houston,TX,18-25,Female,Elite,Website
UUS04490,2026-02-24,Dallas,TX,18-25,Female,Elite,Website
UUS04491,2024-05-13,Houston,TX,26-35,Female,Standard,App
UUS04492,2025-06-17,Phoenix,AZ,18-25,Male,Intro,App
UUS04493,2024-02-16,New York,NY,26-35,Male,Standard,App
UUS04494,2025-12-04,Los Angeles,CA,56+,Male,Standard,App
UUS04495,2025-03-23,Austin,TX,56+,Male,Standard,Website
UUS04496,2025-05-12,Chicago,IL,36-45,Male,Standard,App
UUS04497,2025-09-30,Dallas,TX,56+,Male,Standard,App
UUS04498,2025-05-04,Los Angeles,CA,26-35,Female,Standard,App
UUS04499,2025-04-16,Boston,MA,56+,Female,Intro,App
UUS04500,2025-04-19,Dallas,TX,36-45,Male,Standard,App
UUS04501,2025-08-14,Phoenix,AZ,26-35,Female,Elite,Website
UUS04502,2024-06-11,Austin,TX,18-25,Male,Standard,App
UUS04503,2024-09-02,Los Angeles,CA,26-35,Male,Elite,App
UUS04504,2024-07-11,San Jose,CA,36-45,Female,Intro,Website
UUS04505,2024-06-02,Phoenix,AZ,36-45,Female,Standard,Website
UUS04506,2025-05-14,Philadelphia,PA,36-45,Male,Standard,App
UUS04507,2025-10-14,Boston,MA,56+,Female,Standard,App
UUS04508,2025-06-12,San Diego,CA,26-35,Female,Standard,App
UUS04509,2024-04-24,Seattle,WA,36-45,Male,Elite,App
UUS04510,2025-01-30,Los Angeles,CA,36-45,Female,Standard,App
UUS04511,2026-01-29,New York,NY,26-35,Male,Intro,App
UUS04512,2025-06-09,San Diego,CA,46-55,Female,Standard,Website
UUS04513,2024-04-30,Boston,MA,26-35,Female,Standard,App
UUS04514,2025-05-06,Austin,TX,36-45,Male,Intro,App
UUS04515,2025-02-24,Dallas,TX,36-45,Female,Standard,App
UUS04516,2024-01-29,Los Angeles,CA,46-55,Male,Standard,App
UUS04517,2025-09-08,Austin,TX,18-25,Male,Standard,Website
UUS04518,2026-01-10,Chicago,IL,26-35,Female,Intro,App
UUS04519,2025-05-31,San Jose,CA,18-25,Female,Elite,App
UUS04520,2025-09-20,Boston,MA,46-55,Male,Standard,App
UUS04521,2026-01-22,Houston,TX,56+,Female,Elite,Website
UUS04522,2024-10-17,Seattle,WA,26-35,Male,Standard,App
UUS04523,2025-02-14,Dallas,TX,26-35,Female,Standard,App
UUS04524,2024-02-26,Boston,MA,36-45,Male,Elite,Website
UUS04525,2025-02-21,Los Angeles,CA,18-25,Male,Elite,Website
UUS04526,2026-02-05,New York,NY,26-35,Male,Standard,App
UUS04527,2024-11-03,Philadelphia,PA,26-35,Male,Standard,App
UUS04528,2026-02-03,Los Angeles,CA,36-45,Female,Intro,App
UUS04529,2025-07-27,Phoenix,AZ,46-55,Male,Standard,App
UUS04530,2026-01-31,Boston,MA,56+,Female,Standard,App
UUS04531,2024-12-31,Houston,TX,46-55,Male,Standard,App
UUS04532,2025-06-11,Houston,TX,26-35,Female,Standard,App
UUS04533,2024-10-19,San Jose,CA,46-55,Female,Standard,Website
UUS04534,2026-02-15,Boston,MA,18-25,Female,Standard,Website
UUS04535,2024-10-26,Houston,TX,18-25,Female,Standard,App
UUS04536,2025-12-23,Houston,TX,18-25,Female,Standard,App
UUS04537,2024-05-14,San Jose,CA,36-45,Male,Standard,App
UUS04538,2024-04-16,Dallas,TX,56+,Female,Elite,App
UUS04539,2024-07-20,Philadelphia,PA,36-45,Female,Intro,App
UUS04540,2025-11-10,New York,NY,46-55,Female,Elite,App
UUS04541,2025-10-27,San Diego,CA,26-35,Male,Intro,App
UUS04542,2024-01-04,San Jose,CA,46-55,Female,Standard,App
UUS04543,2025-01-18,Dallas,TX,36-45,Male,Standard,App
UUS04544,2025-08-27,San Jose,CA,36-45,Female,Standard,App
UUS04545,2025-04-03,Seattle,WA,56+,Male,Standard,App
UUS04546,2025-08-03,Phoenix,AZ,26-35,Female,Standard,App
UUS04547,2025-03-02,Dallas,TX,36-45,Female,Elite,App
UUS04548,2024-06-05,New York,NY,56+,Female,Elite,App
UUS04549,2025-04-02,Dallas,TX,26-35,Female,Standard,App
UUS04550,2024-10-08,Dallas,TX,18-25,Female,Elite,App
UUS04551,2025-11-16,San Diego,CA,26-35,Female,Elite,App
UUS04552,2024-06-15,New York,NY,26-35,Male,Standard,App
UUS04553,2024-11-17,Boston,MA,18-25,Female,Standard,App
UUS04554,2025-04-21,Seattle,WA,36-45,Male,Intro,App
UUS04555,2025-11-18,Dallas,TX,18-25,Male,Standard,App
UUS04556,2025-11-23,Seattle,WA,18-25,Female,Standard,App
UUS04557,2025-08-17,Houston,TX,26-35,Male,Standard,App
UUS04558,2024-01-15,Seattle,WA,26-35,Female,Elite,App
UUS04559,2025-04-05,Boston,MA,26-35,Female,Standard,App
UUS04560,2025-09-05,Phoenix,AZ,26-35,Male,Standard,App
UUS04561,2024-11-24,Dallas,TX,26-35,Female,Standard,App
UUS04562,2025-10-17,San Jose,CA,26-35,Female,Standard,App
UUS04563,2025-11-03,Dallas,TX,18-25,Male,Elite,App
UUS04564,2025-04-26,Phoenix,AZ,36-45,Female,Intro,App
UUS04565,2024-10-11,Los Angeles,CA,26-35,Female,Standard,App
UUS04566,2024-08-16,San Diego,CA,26-35,Male,Standard,App
UUS04567,2023-12-25,Austin,TX,36-45,Female,Intro,App
UUS04568,2025-11-18,Phoenix,AZ,26-35,Female,Standard,App
UUS04569,2026-01-16,San Diego,CA,56+,Male,Standard,Website
UUS04570,2025-04-12,Los Angeles,CA,26-35,Male,Standard,App
UUS04571,2024-01-23,San Diego,CA,46-55,Female,Intro,Website
UUS04572,2024-02-23,Phoenix,AZ,26-35,Female,Intro,App
UUS04573,2026-03-22,Dallas,TX,26-35,Male,Standard,App
UUS04574,2025-12-15,Phoenix,AZ,18-25,Male,Elite,App
UUS04575,2025-08-02,Chicago,IL,46-55,Female,Elite,Website
UUS04576,2026-04-16,San Jose,CA,36-45,Male,Intro,Website
UUS04577,2024-02-27,Philadelphia,PA,18-25,Male,Standard,App
UUS04578,2025-08-03,Austin,TX,36-45,Female,Standard,App
UUS04579,2025-11-13,Los Angeles,CA,26-35,Female,Intro,App
UUS04580,2025-12-26,Houston,TX,36-45,Male,Standard,Website
UUS04581,2024-08-28,San Diego,CA,36-45,Male,Intro,App
UUS04582,2025-07-16,Phoenix,AZ,26-35,Male,Standard,App
UUS04583,2024-09-04,Philadelphia,PA,36-45,Female,Standard,App
UUS04584,2025-02-02,San Jose,CA,26-35,Female,Intro,App
UUS04585,2024-02-26,Chicago,IL,26-35,Female,Elite,App
UUS04586,2024-01-07,Houston,TX,18-25,Female,Elite,App
UUS04587,2024-03-24,New York,NY,26-35,Female,Standard,Website
UUS04588,2026-01-18,San Diego,CA,36-45,Female,Intro,App
UUS04589,2024-03-23,Houston,TX,46-55,Female,Intro,App
UUS04590,2025-10-18,Houston,TX,26-35,Male,Intro,App
UUS04591,2025-09-09,Austin,TX,36-45,Female,Standard,App
UUS04592,2025-10-23,Philadelphia,PA,26-35,Male,Standard,App
UUS04593,2024-06-21,Seattle,WA,18-25,Female,Intro,App
UUS04594,2026-02-20,Chicago,IL,36-45,Male,Standard,Website
UUS04595,2025-10-15,Boston,MA,26-35,Female,Elite,Website
UUS04596,2025-12-29,Los Angeles,CA,56+,Female,Elite,App
UUS04597,2025-03-29,Los Angeles,CA,36-45,Male,Standard,App
UUS04598,2024-04-20,New York,NY,36-45,Male,Elite,App
UUS04599,2024-07-14,San Diego,CA,36-45,Male,Standard,App
UUS04600,2024-04-13,Dallas,TX,26-35,Male,Elite,App
UUS04601,2024-06-28,San Diego,CA,36-45,Male,Standard,App
UUS04602,2024-05-22,New York,NY,56+,Male,Standard,Website
UUS04603,2024-06-17,San Jose,CA,46-55,Male,Standard,Website
UUS04604,2025-05-16,San Jose,CA,46-55,Male,Standard,App
UUS04605,2025-12-03,Phoenix,AZ,26-35,Female,Standard,App
UUS04606,2026-02-05,Boston,MA,18-25,Male,Standard,App
UUS04607,2024-12-06,San Jose,CA,26-35,Male,Elite,App
